policy,group,group_value,trade_count,win_rate,avg_return,median_return,avg_net_pnl,total_net_pnl,max_loss,max_win,profit_factor,top_5_wins_to_total_pnl,expected_shortfall_5pct,avg_exit_day
take_profit_50pct_or_stop_loss_30pct,event_type,noise_theta_decay,348,0.3074712643678161,-0.06235543190444995,-0.13214533002805373,-2072.345057471261,-721176.0799999989,-40280.39999999999,17135.25,0.47740230591779387,-0.11064440739631871,-14151.486111111106,4.844827586206897
take_profit_50pct_or_stop_loss_30pct,event_type,trend_vol_expansion,71,0.4225352112676056,0.0453173656994099,-0.0250499358114619,853.907042253524,60627.400000000205,-19356.299999999996,23135.1,1.2794560352969548,1.4927285352827218,-13260.812499999998,4.71830985915493
take_profit_50pct_or_stop_loss_30pct,event_type,up_shock,7,0.7142857142857143,0.22233674543901125,0.2214053157143519,5794.285714285717,40560.00000000002,-1442.2999999999968,10080.15,17.156787762906404,1.06189349112426,-1442.2999999999968,4.142857142857143
time_stop_1d_no_move,event_type,down_shock,21,0.6190476190476191,0.24666612346811753,0.0082427223691857,6926.800000000001,145462.80000000002,-8845.599999999991,63935.30000000001,6.432155380702901,1.1125834233907226,-7262.349999999994,3.9523809523809526
time_stop_1d_no_move,event_type,gap_event,23,0.30434782608695654,-0.02859275702041327,-0.0964085775181722,-5051.339130434776,-116180.79999999986,-97513.49999999997,49321.9,0.4168476561382412,-0.7131135265035197,-58916.54999999999,4.130434782608695
time_stop_1d_no_move,event_type,noise_theta_decay,348,0.29310344827586204,-0.05749871598067429,-0.02641775294800295,-1848.1419540229845,-643153.3999999986,-74627.69999999998,31724.399999999998,0.30218720271368216,-0.1639224794582447,-16798.355555555547,2.7528735632183907
time_stop_1d_no_move,event_type,trend_vol_expansion,71,0.36619718309859156,0.13278177099889862,-0.0206246396052083,2474.6154929577506,175697.7000000003,-12505.49999999999,139300.7,2.3050906630199957,1.618835078660674,-11212.199999999992,2.464788732394366
time_stop_1d_no_move,event_type,up_shock,7,0.8571428571428571,1.4162552574798586,0.0360391590434924,28526.885714285723,199688.20000000007,-1068.0999999999897,108931.0,187.95646475049338,1.0037022718418012,-1068.0999999999897,4.0
time_stop_1d_no_move_else_hold_5d,event_type,down_shock,21,0.6190476190476191,0.24666612346811753,0.0082427223691857,6926.800000000001,145462.80000000002,-8845.599999999991,63935.30000000001,6.432155380702901,1.1125834233907226,-7262.349999999994,3.9523809523809526
time_stop_1d_no_move_else_hold_5d,event_type,gap_event,23,0.30434782608695654,-0.02859275702041327,-0.0964085775181722,-5051.339130434776,-116180.79999999986,-97513.49999999997,49321.9,0.4168476561382412,-0.7131135265035197,-58916.54999999999,4.130434782608695
time_stop_1d_no_move_else_hold_5d,event_type,noise_theta_decay,348,0.29310344827586204,-0.05749871598067429,-0.02641775294800295,-1848.1419540229845,-643153.3999999986,-74627.69999999998,31724.399999999998,0.30218720271368216,-0.1639224794582447,-16798.355555555547,2.7528735632183907
time_stop_1d_no_move_else_hold_5d,event_type,trend_vol_expansion,71,0.36619718309859156,0.13278177099889862,-0.0206246396052083,2474.6154929577506,175697.7000000003,-12505.49999999999,139300.7,2.3050906630199957,1.618835078660674,-11212.199999999992,2.464788732394366
time_stop_1d_no_move_else_hold_5d,event_type,up_shock,7,0.8571428571428571,1.4162552574798586,0.0360391590434924,28526.885714285723,199688.20000000007,-1068.0999999999897,108931.0,187.95646475049338,1.0037022718418012,-1068.0999999999897,4.0
time_stop_2d_no_move,event_type,down_shock,21,0.6190476190476191,0.24666612346811753,0.0082427223691857,6926.800000000001,145462.80000000002,-8845.599999999991,63935.30000000001,6.432155380702901,1.1125834233907226,-7262.349999999994,3.9523809523809526
time_stop_2d_no_move,event_type,gap_event,23,0.2608695652173913,-0.03819408282865197,-0.1014315297433383,-5451.93478260869,-125394.49999999987,-97513.49999999997,49321.9,0.4014850884972229,-0.6692853354812222,-58916.54999999999,4.521739130434782
time_stop_2d_no_move,event_type,noise_theta_decay,348,0.3017241379310345,-0.06206021307533572,-0.03876204126953065,-2023.0675287356285,-704027.4999999987,-74627.69999999998,53175.8,0.4320988122375027,-0.24814982369296706,-17644.577777777773,3.985632183908046
time_stop_2d_no_move,event_type,trend_vol_expansion,71,0.4084507042253521,0.1939557091948598,-0.0167347306541203,4037.4661971831033,286660.1000000003,-12505.49999999999,139300.7,2.719682699275801,1.169812610823758,-11212.199999999992,3.9295774647887325
time_stop_2d_no_move,event_type,up_shock,7,0.8571428571428571,1.4162552574798586,0.0360391590434924,28526.885714285723,199688.20000000007,-1068.0999999999897,108931.0,187.95646475049338,1.0037022718418012,-1068.0999999999897,4.0
